Year_Month,USAGE_GB,Billing_Account_Id,Churn_Flag,Churn_Sub_Category
202504,20,100008673513,EARLY CHURN,CMP
202502,428,100006580390,CORE CHURN,CMP
202505,6,100007769628,CORE CHURN,CMP
202503,40,100007301330,CORE CHURN,CMP
202504,16,100007979791,EARLY CHURN,CMP
202503,36,100008884932,EARLY CHURN,OCR
202502,413,100007395862,CORE CHURN,CMP
202501,41,100004673397,CORE CHURN,OCR
202504,680,100005533741,CORE CHURN,CMP
202504,469,100008515721,EARLY CHURN,OCR
202505,6,100005077512,CORE CHURN,OCR
202503,0,2100059668,EARLY CHURN,CMP
202502,4,100008750121,EARLY CHURN,OCR
202502,31,100006458084,CORE CHURN,OCR
202504,604,100008452118,EARLY CHURN,CMP
202412,413,1427234177,CORE CHURN,CMP
202412,476,100005030366,CORE CHURN,OCR
202501,417,100007989586,CORE CHURN,CMP
202505,0,1812854488,CORE CHURN,OCR
202504,1,100008669504,EARLY CHURN,CMP
202504,488,100008502673,EARLY CHURN,CMP
202503,462,100008494757,EARLY CHURN,CMP
202501,404,100006975804,CORE CHURN,OCR
202502,36,100003436868,CORE CHURN,OCR
202504,29,100008531841,EARLY CHURN,CMP
202505,1,100008678284,EARLY CHURN,CMP
202504,498,100004608802,CORE CHURN,OCR
202501,598,L2102339074,CORE CHURN,OCR
202503,27,100006148196,CORE CHURN,CMP
202504,31,100008456141,EARLY CHURN,CMP
202502,5,100003096454,CORE CHURN,CMP
202503,479,100006308267,CORE CHURN,CMP
202504,6,100007313659,EARLY CHURN,CMP
202505,644,100007922263,CORE CHURN,OCR
202504,595,100008582226,EARLY CHURN,CMP
202504,50,100008552853,EARLY CHURN,CMP
202504,562,100002884263,EARLY CHURN,CMP
202503,0,100005862411,CORE CHURN,OCR
202504,549,100008417041,EARLY CHURN,OCR
202503,489,100007487862,CORE CHURN,CMP
202503,0,100003601834,CORE CHURN,OCR
202505,482,100008623646,EARLY CHURN,CMP
202504,0,100008716325,EARLY CHURN,CMP
202504,553,100008410813,EARLY CHURN,CMP
202412,407,100003483615,CORE CHURN,CMP
202505,2,100008788563,EARLY CHURN,CMP
202505,32,100008764875,EARLY CHURN,CMP
202504,49,100005795659,CORE CHURN,CMP
202502,16,100007721391,CORE CHURN,CMP
202502,0,100008478119,EARLY CHURN,CMP
202504,21,100008572032,EARLY CHURN,OCR
202501,555,100008168281,EARLY CHURN,CMP
202412,45,100004839476,CORE CHURN,CMP
202502,415,100008196968,EARLY CHURN,CMP
202502,440,100008404488,EARLY CHURN,CMP
202412,593,100008158986,EARLY CHURN,CMP
202501,15,1992890039,CORE CHURN,OCR
202504,530,100004730120,CORE CHURN,CMP
202504,686,2107159398,CORE CHURN,CMP
202412,428,100005561499,CORE CHURN,CMP
202503,0,100006379735,CORE CHURN,CMP
202501,490,100005339781,CORE CHURN,CMP
202503,22,100006776044,CORE CHURN,CMP
202503,42,100003484640,CORE CHURN,CMP
202505,696,100008526020,EARLY CHURN,CMP
202502,497,100008729749,EARLY CHURN,OCR
202505,48,100008686064,EARLY CHURN,CMP
202505,22,100008790204,EARLY CHURN,CMP
202503,426,100006252426,CORE CHURN,CMP
202505,46,100008804970,EARLY CHURN,CMP
202505,414,100008232609,CORE CHURN,CMP
202505,641,100005746622,CORE CHURN,CMP
202503,431,100007799347,CORE CHURN,CMP
202503,12,100007917140,CORE CHURN,CMP
202503,528,1556815957,CORE CHURN,OCR
202503,34,100007875815,CORE CHURN,CMP
202503,44,100002253544,CORE CHURN,CMP
202502,482,100002980410,CORE CHURN,CMP
202505,555,100008635495,EARLY CHURN,CMP
202504,555,100007932480,CORE CHURN,CMP
202504,419,100007878183,CORE CHURN,CMP
202502,23,100005283586,CORE CHURN,OCR
202504,6,1523259844,CORE CHURN,CMP
202412,39,100008136613,EARLY CHURN,CMP
202501,421,100007078989,CORE CHURN,OCR
202503,39,100007949811,CORE CHURN,OCR
202504,3,100008691949,EARLY CHURN,CMP
202504,683,100006713361,CORE CHURN,CMP
202501,420,100005972927,CORE CHURN,CMP
202502,528,100002610758,EARLY CHURN,CMP
202505,597,100004092435,CORE CHURN,CMP
202501,636,100007120680,CORE CHURN,CMP
202503,510,100003674448,CORE CHURN,OCR
202503,31,100008554632,EARLY CHURN,OCR
202505,467,100008531056,EARLY CHURN,CMP
202505,11,100008816094,EARLY CHURN,CMP
202505,29,2107176829,CORE CHURN,OCR
202412,33,100004354881,CORE CHURN,CMP
202504,29,100008535692,EARLY CHURN,CMP
202505,491,100008719406,EARLY CHURN,CMP
202505,0,1556601297,EARLY CHURN,CMP
202505,616,100006928623,CORE CHURN,CMP
202504,1,1992380774,EARLY CHURN,CMP
202505,24,100000624862,CORE CHURN,CMP
202504,47,100008546739,EARLY CHURN,OCR
202412,1,100008184460,EARLY CHURN,CMP
202412,0,100007263494,CORE CHURN,OCR
202503,17,100003435018,CORE CHURN,CMP
202503,0,100001985430,CORE CHURN,OCR
202501,0,100007788491,CORE CHURN,CMP
202505,41,100008709955,EARLY CHURN,CMP
202501,0,100008007086,CORE CHURN,CMP
202504,25,100008557659,EARLY CHURN,CMP
202504,428,100008411788,EARLY CHURN,CMP
202503,630,100008477393,EARLY CHURN,OCR
202501,669,100003397094,CORE CHURN,OCR
202504,479,100008187370,CORE CHURN,CMP
202503,37,100007925426,CORE CHURN,CMP
202502,459,100008743130,EARLY CHURN,OCR
202503,1,100008596871,EARLY CHURN,CMP
202412,432,100007613465,CORE CHURN,CMP
202505,573,100003958778,CORE CHURN,OCR
202504,518,L1916610807,CORE CHURN,CMP
202505,464,100002321659,CORE CHURN,CMP
202504,2,1212231173,EARLY CHURN,CMP
202505,0,2106125456,EARLY CHURN,OCR
202412,649,100004941008,CORE CHURN,CMP
202503,499,100006846808,CORE CHURN,OCR
202412,414,2102526467,CORE CHURN,OCR
202505,411,100008653510,EARLY CHURN,CMP
202504,426,100008418107,EARLY CHURN,CMP
202504,7,100008626699,EARLY CHURN,CMP
202504,0,100008526141,EARLY CHURN,OCR
202504,12,100008681481,EARLY CHURN,CMP
202502,15,2103184354,CORE CHURN,CMP
202503,699,100006507222,CORE CHURN,OCR
202504,640,100004804033,CORE CHURN,CMP
202503,402,100008510007,EARLY CHURN,CMP
202503,40,100008577426,EARLY CHURN,CMP
202505,0,100008820125,EARLY CHURN,CMP
202505,514,100008572594,EARLY CHURN,CMP
202501,45,100007217753,CORE CHURN,OCR
202504,8,100006052103,CORE CHURN,OCR
202504,33,100008378270,EARLY CHURN,CMP
202501,423,100007924321,CORE CHURN,CMP
202505,28,100007366576,CORE CHURN,CMP
202504,49,1515473203,CORE CHURN,CMP
202504,17,1214815326,EARLY CHURN,CMP
202503,0,100008606990,EARLY CHURN,CMP
202505,603,100005239724,CORE CHURN,OCR
202504,42,100006494387,CORE CHURN,OCR
202504,45,100008561596,EARLY CHURN,CMP
202412,542,100005648566,CORE CHURN,OCR
202504,24,100008663159,EARLY CHURN,CMP
202501,0,100006830960,CORE CHURN,OCR
202504,601,100006520852,CORE CHURN,CMP
202505,18,100007379033,CORE CHURN,CMP
202504,601,100008568176,EARLY CHURN,CMP
202504,47,100008668521,EARLY CHURN,CMP
202504,542,1235844180,CORE CHURN,CMP
202504,10,100008715153,EARLY CHURN,CMP
202501,11,1514673029,CORE CHURN,CMP
202504,37,100008405004,EARLY CHURN,CMP
202504,458,1512252012,EARLY CHURN,CMP
202504,10,1426306568,EARLY CHURN,CMP
202505,15,100008775171,EARLY CHURN,CMP
202504,0,100008246583,CORE CHURN,CMP
202505,11,100007414491,CORE CHURN,CMP
202502,406,100008190207,EARLY CHURN,CMP
202503,629,100007619116,CORE CHURN,CMP
202503,13,100007363449,EARLY CHURN,CMP
202502,671,100006600763,CORE CHURN,CMP
202503,677,2106212141,CORE CHURN,OCR
202505,529,100005184642,CORE CHURN,CMP
202503,32,100007263229,CORE CHURN,CMP
202503,689,2106762509,CORE CHURN,OCR
202505,535,100003633600,CORE CHURN,OCR
202503,27,100008430807,EARLY CHURN,OCR
202503,28,100007832366,CORE CHURN,CMP
202504,21,100001404968,EARLY CHURN,CMP
202412,46,100008183662,EARLY CHURN,CMP
202503,1,100005973612,CORE CHURN,OCR
202501,568,100002959990,CORE CHURN,CMP
202502,6,1214918737,EARLY CHURN,OCR
202504,0,100008687395,EARLY CHURN,CMP
202505,494,100007422956,CORE CHURN,CMP
202503,50,100008315667,EARLY CHURN,CMP
202503,540,100007407077,CORE CHURN,OCR
202504,582,100006907143,CORE CHURN,CMP
202505,627,100008457171,CORE CHURN,CMP
202503,1,100008472758,EARLY CHURN,CMP
202503,598,100000850790,CORE CHURN,OCR
202505,461,100002493257,CORE CHURN,OCR
202504,523,100007878741,CORE CHURN,CMP
202504,0,100008637051,EARLY CHURN,CMP
202504,34,100001790819,CORE CHURN,CMP
202505,453,100008503288,EARLY CHURN,CMP
202505,17,100007049789,CORE CHURN,CMP
202503,22,1912551288,CORE CHURN,OCR
202412,2,100007300528,CORE CHURN,CMP
202503,688,100008052694,CORE CHURN,OCR
202505,42,100008785620,EARLY CHURN,CMP
202412,460,100007275173,CORE CHURN,CMP
202504,688,100002173336,CORE CHURN,CMP
202505,421,100008647736,EARLY CHURN,CMP
202504,602,100008832034,EARLY CHURN,OCR
202504,40,100007799751,EARLY CHURN,CMP
202501,561,2103452292,CORE CHURN,OCR
202501,490,100008025116,CORE CHURN,CMP
202412,474,100008148378,EARLY CHURN,CMP
202502,12,100008291199,EARLY CHURN,OCR
202504,44,100008654552,EARLY CHURN,CMP
202505,11,100008712107,EARLY CHURN,CMP
202505,621,100008660120,EARLY CHURN,OCR
202504,23,100008668306,EARLY CHURN,CMP
202412,41,100005856080,EARLY CHURN,CMP
202501,33,100007872057,CORE CHURN,CMP
202505,602,100005278221,CORE CHURN,CMP
202504,0,100008720241,EARLY CHURN,CMP
202503,0,100006903715,CORE CHURN,OCR
202504,6,100004008804,CORE CHURN,CMP
202412,665,100008384829,EARLY CHURN,OCR
202504,658,100008605150,EARLY CHURN,OCR
202504,25,100008692672,EARLY CHURN,CMP
202503,0,100008530269,EARLY CHURN,CMP
202412,1,100008023990,EARLY CHURN,CMP
202504,32,100008940181,EARLY CHURN,OCR
202505,49,100006150051,CORE CHURN,CMP
202504,25,100007600511,CORE CHURN,CMP
202412,425,100007690673,CORE CHURN,CMP
202412,19,100008202949,EARLY CHURN,CMP
202504,0,2100221976,EARLY CHURN,CMP
202501,537,100004115805,CORE CHURN,CMP
202504,8,100008629055,EARLY CHURN,CMP
202501,19,1223640293,CORE CHURN,OCR
202505,37,100008632353,EARLY CHURN,CMP
202504,1,100008692498,EARLY CHURN,CMP
202505,467,100008523994,EARLY CHURN,CMP
202505,529,100008821498,EARLY CHURN,OCR
202503,4,100007592988,CORE CHURN,CMP
202505,25,1554224181,EARLY CHURN,OCR
202503,1,1553866379,EARLY CHURN,CMP
202503,11,100008500518,EARLY CHURN,CMP
202505,568,1427573423,CORE CHURN,OCR
202412,653,100008091678,EARLY CHURN,CMP
202504,15,100008699381,EARLY CHURN,CMP
202412,430,100007370266,EARLY CHURN,OCR
202503,0,2105880279,EARLY CHURN,OCR
202502,8,1515470065,EARLY CHURN,CMP
202504,689,100008271686,CORE CHURN,CMP
202503,5,100008497088,EARLY CHURN,CMP
202502,0,2107122880,EARLY CHURN,CMP
202503,409,100007118198,CORE CHURN,CMP
202501,515,100004084620,CORE CHURN,OCR
202505,0,100003504374,CORE CHURN,OCR
202501,31,L2106330434,CORE CHURN,OCR
202505,42,100008625705,EARLY CHURN,CMP
202504,32,100008596261,EARLY CHURN,CMP
202505,426,100008647323,EARLY CHURN,CMP
202505,563,100008517411,EARLY CHURN,OCR
202504,38,100008618953,EARLY CHURN,CMP
202504,25,2104445624,EARLY CHURN,CMP
202504,427,100006423919,CORE CHURN,CMP
202501,607,100008103136,EARLY CHURN,CMP
202504,37,100008053632,CORE CHURN,OCR
202412,2,2101879886,CORE CHURN,OCR
202505,17,100007675096,CORE CHURN,CMP
202505,434,100008335697,CORE CHURN,OCR
202501,0,100004858449,EARLY CHURN,CMP
202504,16,100008663810,EARLY CHURN,CMP
202503,5,100008280734,EARLY CHURN,CMP
202505,48,100008465824,CORE CHURN,CMP
202505,24,100008784079,EARLY CHURN,CMP
202502,664,100008337323,EARLY CHURN,CMP
202503,35,100008461674,EARLY CHURN,CMP
202412,478,100005643563,CORE CHURN,CMP
202501,652,100006646155,CORE CHURN,CMP
202503,1,1216363762,CORE CHURN,OCR
202505,0,100003243920,CORE CHURN,CMP
202501,18,100007488533,CORE CHURN,CMP
202412,622,100003954235,CORE CHURN,OCR
202503,16,1425431740,EARLY CHURN,CMP
202412,539,100007822832,CORE CHURN,CMP
202505,0,1214802671,EARLY CHURN,CMP
202503,545,100008395585,EARLY CHURN,OCR
202505,0,100006356077,EARLY CHURN,OCR
202505,484,100008675704,EARLY CHURN,CMP
202503,1,100005257442,EARLY CHURN,CMP
202412,445,1912218705,CORE CHURN,CMP
202503,10,100008795680,EARLY CHURN,OCR
202412,38,100006775100,CORE CHURN,CMP
202502,549,100006308650,CORE CHURN,CMP
202504,456,100008590692,EARLY CHURN,CMP
202504,636,100005042283,CORE CHURN,CMP
202503,14,100004154943,CORE CHURN,OCR
202505,442,100008943312,EARLY CHURN,OCR
202503,472,100005768078,CORE CHURN,CMP
202502,2,L2106811077,EARLY CHURN,CMP
202503,404,100006240211,CORE CHURN,CMP
202503,554,100004853814,CORE CHURN,CMP
202502,615,100005434695,CORE CHURN,OCR
202503,40,100008518512,EARLY CHURN,OCR
202501,42,100005746874,CORE CHURN,OCR
202504,415,100008372327,CORE CHURN,CMP
202504,23,2106239352,CORE CHURN,CMP
202503,0,100008481651,EARLY CHURN,OCR
202504,682,100005780062,CORE CHURN,OCR
202505,44,100008344235,CORE CHURN,CMP
202501,38,1214400380,CORE CHURN,OCR
202504,0,100008657889,EARLY CHURN,CMP
202503,400,100007439097,CORE CHURN,CMP
202504,0,100007759530,CORE CHURN,CMP
202502,1,100008386785,EARLY CHURN,CMP
202504,29,1233874646,CORE CHURN,CMP
202503,522,100008500162,EARLY CHURN,CMP
202504,537,100008438841,EARLY CHURN,CMP
202505,0,100008756345,EARLY CHURN,CMP
202501,10,1425762250,CORE CHURN,OCR
202503,489,100005707016,CORE CHURN,OCR
202503,39,100008204761,CORE CHURN,OCR
202504,0,100004272151,CORE CHURN,OCR
202505,430,100008726273,EARLY CHURN,CMP
202412,24,100008141551,EARLY CHURN,CMP
202505,27,100008789451,EARLY CHURN,CMP
202505,1,100004802497,EARLY CHURN,CMP
202504,664,1915853464,EARLY CHURN,CMP
202502,35,100007908013,CORE CHURN,CMP
202503,20,100008530563,EARLY CHURN,CMP
202505,1,2104033030,EARLY CHURN,OCR
202502,416,100008062846,CORE CHURN,CMP
202503,404,100007599160,CORE CHURN,CMP
202503,541,100006882038,CORE CHURN,CMP
202504,27,100008540085,EARLY CHURN,CMP
202503,49,100002700893,CORE CHURN,CMP
202504,3,100007917667,CORE CHURN,CMP
202505,0,100008788116,EARLY CHURN,CMP
202503,1,100008497672,EARLY CHURN,CMP
202505,420,100008646756,EARLY CHURN,CMP
202502,608,100008216705,EARLY CHURN,CMP
202505,433,100009014467,EARLY CHURN,OCR
202505,608,100008561339,EARLY CHURN,CMP
202412,498,100006979308,CORE CHURN,OCR
202501,494,100006477846,CORE CHURN,OCR
202505,638,1946755445,CORE CHURN,OCR
202505,555,100008108126,CORE CHURN,OCR
202505,474,100008613199,EARLY CHURN,OCR
202503,420,100000961431,CORE CHURN,OCR
202501,633,100008084044,EARLY CHURN,CMP
202412,411,L2107045129,CORE CHURN,OCR
202501,8,100007839484,CORE CHURN,CMP
202502,626,100007901430,CORE CHURN,CMP
202505,493,100002750433,CORE CHURN,CMP
202503,27,100003906907,CORE CHURN,OCR
202502,35,100007996919,CORE CHURN,CMP
202503,44,100008478750,EARLY CHURN,CMP
202504,681,100004622190,CORE CHURN,OCR
202505,648,100008578120,EARLY CHURN,CMP
202504,2,1214589796,CORE CHURN,OCR
202505,463,100007785133,CORE CHURN,CMP
202504,608,100003898702,CORE CHURN,CMP
202502,405,100008155093,EARLY CHURN,OCR
202505,508,100004396772,CORE CHURN,OCR
202504,615,100008520763,EARLY CHURN,CMP
202504,49,100007741057,EARLY CHURN,CMP
202501,2,100002079418,CORE CHURN,CMP
202505,540,100008658109,EARLY CHURN,CMP
202504,524,100007815865,EARLY CHURN,CMP
202501,464,100007502048,CORE CHURN,CMP
202504,401,100001046004,CORE CHURN,OCR
202504,40,100008584343,EARLY CHURN,CMP
202504,3,100007711618,CORE CHURN,CMP
202502,428,100003175896,CORE CHURN,CMP
202504,664,100008371510,EARLY CHURN,CMP
202504,0,100008682341,EARLY CHURN,CMP
202501,48,100008345463,EARLY CHURN,CMP
202501,477,100004090334,CORE CHURN,OCR
202503,15,100008444335,EARLY CHURN,CMP
202503,0,100005063890,CORE CHURN,CMP
202502,28,100007536431,CORE CHURN,OCR
202503,500,100008464659,EARLY CHURN,CMP
202504,569,100000380361,CORE CHURN,CMP
202501,47,100000801531,CORE CHURN,OCR
202502,489,2106310198,CORE CHURN,OCR
202502,541,100006686953,CORE CHURN,CMP
202502,458,100001077579,CORE CHURN,OCR
202504,17,100008492739,EARLY CHURN,OCR
202412,442,100006733902,CORE CHURN,CMP
202503,481,100008439167,EARLY CHURN,OCR
202502,402,100005073372,CORE CHURN,OCR
202412,509,100006162380,CORE CHURN,CMP
202501,408,100008050500,EARLY CHURN,CMP
202505,433,100007051993,CORE CHURN,CMP
202504,420,100005687437,CORE CHURN,OCR
202504,630,2101418641,CORE CHURN,OCR
202412,460,100008125116,EARLY CHURN,CMP
202504,453,1673353970,CORE CHURN,OCR
202504,32,100008597814,EARLY CHURN,CMP
202505,0,100008607754,EARLY CHURN,OCR
202504,699,100008401112,EARLY CHURN,CMP
202505,34,100000549381,CORE CHURN,CMP
202504,32,100004488229,CORE CHURN,CMP
202503,663,100008246354,CORE CHURN,OCR
202501,689,100002348853,CORE CHURN,OCR
202502,539,100004088672,CORE CHURN,OCR
202503,20,100008281076,EARLY CHURN,CMP
202503,41,100004141138,CORE CHURN,OCR
202502,665,100007299186,CORE CHURN,CMP
202503,20,100008485501,EARLY CHURN,CMP
202501,32,100005895072,CORE CHURN,CMP
202505,546,100007875970,CORE CHURN,CMP
202505,17,100008966565,EARLY CHURN,OCR
202503,434,100006858738,CORE CHURN,OCR
202504,44,100002270456,CORE CHURN,CMP
202504,597,100004427423,CORE CHURN,CMP
202504,529,100006657351,CORE CHURN,CMP
202412,451,100008101799,EARLY CHURN,CMP
202502,440,100007011640,CORE CHURN,CMP
202503,0,100006166507,CORE CHURN,OCR
202503,493,100008270917,EARLY CHURN,CMP
202503,44,100005361730,CORE CHURN,CMP
202503,531,100006379006,CORE CHURN,OCR
202505,29,100008698122,EARLY CHURN,CMP
202505,10,100008540322,EARLY CHURN,CMP
202502,548,100007052853,CORE CHURN,CMP
202504,17,100002402884,CORE CHURN,CMP
202505,600,100002427849,CORE CHURN,OCR
202504,2,100008679687,EARLY CHURN,CMP
202503,35,100008330749,EARLY CHURN,CMP
202501,466,100007182623,CORE CHURN,CMP
202501,0,100008711253,EARLY CHURN,OCR
202504,3,1995643038,CORE CHURN,OCR
202505,0,100002720737,CORE CHURN,CMP
202501,34,100007341175,CORE CHURN,OCR
202502,405,100006114219,CORE CHURN,OCR
202505,1,100008831482,EARLY CHURN,CMP
202501,0,100008355048,EARLY CHURN,CMP
202503,13,100002470500,CORE CHURN,OCR
202505,442,100008644599,EARLY CHURN,CMP
202504,19,100008682844,EARLY CHURN,CMP
202501,500,100005196669,CORE CHURN,OCR
202412,14,100005411062,CORE CHURN,CMP
202503,444,100008349751,EARLY CHURN,CMP
202501,449,100008340931,EARLY CHURN,OCR
202504,21,100008466695,EARLY CHURN,CMP
202505,0,1533523195,EARLY CHURN,CMP
202502,45,100007428319,CORE CHURN,CMP
202501,538,100006748212,CORE CHURN,CMP
202505,26,100008431157,CORE CHURN,CMP
202503,11,100006894928,EARLY CHURN,OCR
202505,11,100005938133,CORE CHURN,CMP
202501,48,L2107126206,CORE CHURN,CMP
202505,0,100008801265,EARLY CHURN,CMP
202503,0,100007797034,CORE CHURN,OCR
202505,531,100006908983,CORE CHURN,CMP
202501,2,100008609628,EARLY CHURN,OCR
202504,11,100008784100,EARLY CHURN,OCR
202505,16,100008614283,EARLY CHURN,CMP
202412,0,1215838442,EARLY CHURN,CMP
202504,489,100007752146,CORE CHURN,CMP
202504,25,100006900139,CORE CHURN,OCR
202504,47,100007505901,CORE CHURN,CMP
202502,14,100008798278,EARLY CHURN,OCR
202412,444,100004265684,CORE CHURN,OCR
202502,627,2107043585,CORE CHURN,OCR
202504,0,100008712842,EARLY CHURN,CMP
202503,11,100003141013,EARLY CHURN,OCR
202505,619,100005352423,CORE CHURN,CMP
202504,39,100008520476,EARLY CHURN,CMP
202505,0,2106590776,CORE CHURN,OCR
202504,11,100008608634,EARLY CHURN,CMP
202503,654,100007874132,CORE CHURN,OCR
202503,0,100006770029,EARLY CHURN,CMP
202504,485,100004321250,CORE CHURN,OCR
202505,1,100008806635,EARLY CHURN,CMP
202412,19,100008212529,EARLY CHURN,CMP
202412,431,100008393804,EARLY CHURN,OCR
202504,584,100008497007,EARLY CHURN,CMP
202502,605,100006515881,CORE CHURN,OCR
202503,9,100007248722,CORE CHURN,CMP
202504,573,100008601223,EARLY CHURN,CMP
202505,6,100008710897,EARLY CHURN,CMP
202503,419,100007903683,EARLY CHURN,CMP
202501,593,100007598234,CORE CHURN,OCR
202505,473,100008015061,CORE CHURN,OCR
202505,599,100008439157,CORE CHURN,CMP
202501,13,1553831500,EARLY CHURN,CMP
202504,451,100007373578,CORE CHURN,CMP
202412,1,100005674396,CORE CHURN,CMP
202412,681,100003546383,CORE CHURN,CMP
202504,43,100008543241,EARLY CHURN,CMP
202505,1,100008260025,EARLY CHURN,CMP
202504,37,100008598082,EARLY CHURN,CMP
202505,32,100008703465,EARLY CHURN,CMP
202504,18,100008642201,EARLY CHURN,CMP
202502,426,100008242176,EARLY CHURN,CMP
202504,3,100008573101,EARLY CHURN,CMP
202503,0,100003081433,EARLY CHURN,CMP
202505,675,100004900060,CORE CHURN,OCR
202505,0,100008768447,EARLY CHURN,OCR
202505,594,100008241213,CORE CHURN,CMP
202502,16,100008401451,EARLY CHURN,CMP
202505,487,L1514534695,CORE CHURN,CMP
202504,4,100008617724,EARLY CHURN,CMP
202412,671,100004079981,CORE CHURN,CMP
202502,49,100008574148,EARLY CHURN,OCR
202505,556,100008563395,EARLY CHURN,OCR
202502,16,100007062043,CORE CHURN,CMP
202503,29,100005888324,CORE CHURN,CMP
202504,545,1946727837,CORE CHURN,OCR
202502,13,100008543461,EARLY CHURN,OCR
202504,0,100008719756,EARLY CHURN,CMP
202412,419,100000870804,CORE CHURN,CMP
202503,33,100007010313,EARLY CHURN,CMP
202505,594,100008703677,EARLY CHURN,CMP
202501,607,2103329167,CORE CHURN,OCR
202505,676,100008589227,EARLY CHURN,CMP
202504,470,100005977261,CORE CHURN,OCR
202505,423,100008009967,CORE CHURN,OCR
202504,5,100008777296,EARLY CHURN,OCR
202504,639,100008543301,EARLY CHURN,OCR
202502,17,1212634818,CORE CHURN,OCR
202503,502,100006959051,CORE CHURN,CMP
202504,0,100002794297,EARLY CHURN,CMP
202505,512,100003996238,CORE CHURN,CMP
202504,537,100008641478,EARLY CHURN,CMP
202502,620,100006573612,CORE CHURN,CMP
202503,1,100008488610,EARLY CHURN,CMP
202412,690,100008086777,EARLY CHURN,CMP
202504,400,100008422672,EARLY CHURN,CMP
202501,567,100008126774,EARLY CHURN,CMP
202505,1,100005855807,CORE CHURN,CMP
202503,571,100008302445,EARLY CHURN,CMP
202503,502,L2100340737,EARLY CHURN,OCR
202504,1,1685786593,CORE CHURN,OCR
202504,27,100006322895,CORE CHURN,OCR
202504,16,100008674061,EARLY CHURN,CMP
202505,19,100008607144,EARLY CHURN,CMP
202505,43,100007568013,CORE CHURN,CMP
202505,465,1928612876,CORE CHURN,OCR
202503,42,100004372967,CORE CHURN,CMP
202503,415,100008410191,EARLY CHURN,CMP
202503,593,100008182805,CORE CHURN,CMP
202503,43,100006585984,EARLY CHURN,CMP
202503,458,100008359486,EARLY CHURN,CMP
202504,405,100008332805,CORE CHURN,OCR
202502,592,1812664954,CORE CHURN,OCR
202504,32,L1412639705,CORE CHURN,OCR
202505,38,100008525107,EARLY CHURN,CMP
202502,445,100007360136,CORE CHURN,OCR
202501,0,2106824196,CORE CHURN,CMP
202504,586,100004523757,CORE CHURN,OCR
202503,15,100008521341,EARLY CHURN,CMP
202505,473,100008106756,CORE CHURN,CMP
202504,585,100008578523,EARLY CHURN,CMP
202503,25,100006368576,EARLY CHURN,CMP
202503,18,100008273334,EARLY CHURN,CMP
202502,0,100005880460,CORE CHURN,CMP
202501,442,100007554282,CORE CHURN,CMP
202502,601,100004404390,CORE CHURN,CMP
202503,44,100008555008,EARLY CHURN,CMP
202503,0,1412610356,CORE CHURN,OCR
202503,425,2101874668,CORE CHURN,OCR
202505,596,100008606834,EARLY CHURN,CMP
202505,458,100004065189,CORE CHURN,CMP
202412,35,100008328608,EARLY CHURN,OCR
202504,503,100008627301,EARLY CHURN,CMP
202503,42,100008269170,EARLY CHURN,CMP
202501,500,100008055911,EARLY CHURN,CMP
202412,13,100008174880,EARLY CHURN,CMP
202502,426,100008571367,EARLY CHURN,OCR
202504,412,100007198387,EARLY CHURN,CMP
202505,10,100008002588,CORE CHURN,CMP
202503,38,100008538342,EARLY CHURN,CMP
202502,12,2106439983,EARLY CHURN,OCR
202505,41,100007922669,CORE CHURN,CMP
202503,606,100008385192,EARLY CHURN,CMP
202504,416,100008552969,EARLY CHURN,OCR
202505,609,100008680891,EARLY CHURN,CMP
202505,656,100004586592,CORE CHURN,OCR
202505,497,100008739049,EARLY CHURN,CMP
202501,12,100003301018,CORE CHURN,CMP
202501,502,100003659563,CORE CHURN,CMP
202505,7,100008820833,EARLY CHURN,CMP
202501,24,100008279684,EARLY CHURN,CMP
202504,652,100007480700,CORE CHURN,CMP
202412,523,100004303986,CORE CHURN,CMP
202502,403,100007081075,CORE CHURN,CMP
202412,492,100006383421,CORE CHURN,CMP
202501,5,100007567495,EARLY CHURN,OCR
202505,424,100008245879,CORE CHURN,CMP
202504,45,100008466137,EARLY CHURN,CMP
202503,0,100008565728,EARLY CHURN,OCR
202412,489,100007101667,CORE CHURN,CMP
202505,43,100006207144,CORE CHURN,OCR
202504,462,100007818825,CORE CHURN,CMP
202503,446,2106950659,CORE CHURN,OCR
202505,35,100008707311,EARLY CHURN,CMP
202502,467,100007973282,CORE CHURN,OCR
202502,414,100002486360,CORE CHURN,CMP
202504,458,100007632028,CORE CHURN,OCR
202503,8,100008451650,EARLY CHURN,CMP
202502,43,100003803949,CORE CHURN,CMP
202504,0,100000413947,CORE CHURN,OCR
202504,635,100008422287,EARLY CHURN,CMP
202505,405,1425805167,CORE CHURN,OCR
202504,437,100003002238,CORE CHURN,CMP
202503,43,100007936879,CORE CHURN,CMP
202501,654,100000154580,CORE CHURN,CMP
202505,424,100008725310,EARLY CHURN,CMP
202502,443,100007390410,CORE CHURN,CMP
202504,4,100008635823,EARLY CHURN,CMP
202503,39,100008414056,EARLY CHURN,CMP
202503,647,100008509198,EARLY CHURN,CMP
202501,604,100001782129,EARLY CHURN,CMP
202503,40,100008457717,EARLY CHURN,CMP
202503,536,100006510195,CORE CHURN,CMP
202504,35,100008439147,EARLY CHURN,CMP
202504,21,100008472403,EARLY CHURN,CMP
202505,25,100005387059,CORE CHURN,CMP
202504,12,100008938099,EARLY CHURN,OCR
